"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"501",1417,924244,"NCI-H1975","SIDS00258","SIDM00759","NCI-H1975","SIDP00214","ACH-000587","NCIH1975_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"502",948,753569,"KNS-62","SIDS00991","SIDM00606","KNS-62","SIDP00888","ACH-000858","KNS62_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Metastasis","Brain","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",49,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"503",687,1298226,"LOU-NH91","SIDS01100","SIDM00341","LOU-NH91","SIDP00989","ACH-000176","LOUNH91_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Lower right lung lobe","LUSC","Squamous Cell Lung Carcinoma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"504",686,1298223,"LC-1-sq","SIDS00679","SIDM00300","LC-1-sq","SIDP00607","ACH-002156","LC1SQ_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Lung","LUSC","Squamous Cell Lung Carcinoma","Male","East Asian",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"505",707,1298538,"RERF-LC-Sq1","SIDS01048","SIDM00354","RERF-LC-Sq1","SIDP00941","ACH-000442","RERFLCSQ1_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Lung","LUSC","Squamous Cell Lung Carcinoma","Female","East Asian",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"506",1221,908443,"NCI-H520","SIDS00304","SIDM01130","NCI-H520","SIDP00251","ACH-000395","NCIH520_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Lung ","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"507",594,1240183,"NCI-H1869","SIDS00249","SIDM00768","NCI-H1869","SIDP00207","ACH-000894","NCIH1869_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","LUSC","Non-Small Cell Lung Carcinoma","Male","White",58,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"508",1289,909728,"SK-MES-1","SIDS00369","SIDM01103","SK-MES-1","SIDP00314","ACH-000665","SKMES1_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","LUSC","Squamous Cell Lung Carcinoma","Male","White",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"509",561,1240142,"HARA","SIDS00960","SIDM00598","HARA","SIDP00860","ACH-000843","HARA_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Unknown","LUSC","Squamous Cell Lung Carcinoma","Male","East Asian",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"510",562,1240143,"HCC-15","SIDS00521","SIDM01072","HCC-15","SIDP00457","ACH-000878","HCC15_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Unknown","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"511",850,687787,"LK-2","SIDS01010","SIDM00548","LK-2","SIDP00904","ACH-000769","LK2_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Unknown","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"512",858,687815,"NCI-H2170","SIDS00282","SIDM00716","NCI-H2170","SIDP00231","ACH-000481","NCIH2170_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Unknown","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"513",938,753554,"EBC-1","SIDS00955","SIDM00486","EBC-1","SIDP00855","ACH-000563","EBC1_LUNG","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma","lung","Lung","Tumour","Unknown","LUSC","Squamous Cell Lung Carcinoma","Male","Unknown",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"514",973,753605,"NCI-H510A","SIDS00303","SIDM00927","NCI-H510A","SIDP00250","ACH-000871","NCIH510_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Adrenal Gland","SCLC","Small Cell Lung Carcinoma","Male","White",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"515",869,688006,"NCI-H1694","SIDS00238","SIDM00741","NCI-H1694","SIDP00197","ACH-000431","NCIH1694_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Ascites","SCLC","Small Cell Lung Carcinoma","Male","White",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"516",867,687997,"NCI-H1092","SIDS00212","SIDM00653","NCI-H1092","SIDP00173","ACH-000514","NCIH1092_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",67,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"517",873,688013,"NCI-H209","SIDS00273","SIDM00706","NCI-H209","SIDP00225","ACH-000290","NCIH209_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"518",877,688021,"NCI-H345","SIDS00298","SIDM00719","NCI-H345","SIDP00245","ACH-001364","NCIH345_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",64,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"519",880,688025,"NCI-H526","SIDS00306","SIDM01128","NCI-H526","SIDP00253","ACH-000767","NCIH526_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",55,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"520",1247,908481,"NCI-H2196","SIDS00286","SIDM00731","NCI-H2196","SIDP00234","ACH-000399","NCIH2196_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",67,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"521",1366,910899,"NCI-H146","SIDS00227","SIDM00698","NCI-H146","SIDP00186","ACH-000506","NCIH146_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone marrow","SCLC","Small Cell Lung Carcinoma","Male","White",59,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"522",730,1322212,"COR-L32","SIDS00895","SIDM00508","COR-L32","SIDP00798","ACH-001489","CORL32_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Bone Marrow","SCLC","Squamous Cell Lung Carcinoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"523",1346,910692,"COLO-668","SIDS00833","SIDM00143","COLO-668","SIDP00743","ACH-000803","COLO668_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Brain","SCLC","Small Cell Lung Carcinoma","Female","Unknown",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"524",661,1297439,"COR-L95","SIDS00898","SIDM00521","COR-L95","SIDP00801","ACH-000743","CORL95_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Bronchus","SCLC","Small Cell Lung Carcinoma","Male","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"525",750,1330964,"NCI-H1341","SIDS00219","SIDM00646","NCI-H1341","SIDP00179","ACH-000129","NCIH1341_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Cervix","SCLC","Small Cell Lung Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"526",691,1298349,"NCI-H1688","SIDS00053","SIDM00792","NCI-H1688","SIDP00041","ACH-002170","NCIH1688_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Liver","SCLC","Small Cell Lung Carcinoma","Male","White",50,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"527",909,724872,"SHP-77","SIDS00356","SIDM01078","SHP-77","SIDP00301","ACH-000790","SHP77_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Lung","SCLC","Small Cell Lung Carcinoma","Male","White",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"528",963,753588,"LU-134-A","SIDS00682","SIDM00296","LU-134-A","SIDP00609","ACH-002051","LU134A_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Lung","SCLC","Small Cell Lung Carcinoma","Male","East Asian",80,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"529",751,1330972,"NCI-H1876","SIDS00251","SIDM00766","NCI-H1876","SIDP00209","ACH-000586","NCIH1876_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","White",59,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"530",776,1331055,"NCI-H740","SIDS00316","SIDM01118","NCI-H740","SIDP00263","ACH-002175","NCIH740_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","White",63,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","N"
"531",872,688011,"NCI-H2029","SIDS00264","SIDM00735","NCI-H2029","SIDP00218","ACH-000298","NCIH2029_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Female","White",69,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"532",874,688014,"NCI-H2141","SIDS00280","SIDM00699","NCI-H2141","SIDP00230","ACH-001138","NCIH2141_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","White",58,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"533",1239,908468,"NCI-H1105","SIDS00213","SIDM00652","NCI-H1105","SIDP00174","ACH-000780","NCIH1105_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","White",73,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"534",1240,908469,"NCI-H1436","SIDS00225","SIDM00697","NCI-H1436","SIDP00184","ACH-000830","NCIH1436_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","White",39,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"535",1250,909194,"NCI-H748","SIDS00317","SIDM01117","NCI-H748","SIDP00264","ACH-002176","NCIH748_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","Black",62,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"536",1391,910937,"COR-L279","SIDS00892","SIDM00511","COR-L279","SIDP00795","ACH-000257","CORL279_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node","SCLC","Small Cell Lung Carcinoma","Male","Unknown",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"537",964,753589,"LU-165","SIDS00685","SIDM00292","LU-165","SIDP00612","ACH-002077","LU165_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph Node","SCLC","Small Cell Lung Carcinoma","Male","East Asian",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"538",1249,908483,"NCI-H524","SIDS00305","SIDM01129","NCI-H524","SIDP00252","ACH-000816","NCIH524_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Lymph node ","SCLC","Small Cell Lung Carcinoma","Male","White",63,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"539",596,1240186,"NCI-H196","SIDS00256","SIDM00761","NCI-H196","SIDP00212","ACH-000752","NCIH196_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"540",600,1240193,"NCI-H847","SIDS00323","SIDM01149","NCI-H847","SIDP00270","ACH-001365","NCIH847_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",63,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"541",726,1303901,"HCC-33","SIDS00522","SIDM01071","HCC-33","SIDP00458","ACH-000515","HCC33_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","Unknown",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"542",865,687985,"DMS-273","SIDS00899","SIDM00522","DMS-273","SIDP00802","ACH-000749","DMS273_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Female","Unknown",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"543",866,687995,"NCI-H1048","SIDS00211","SIDM00654","NCI-H1048","SIDP00172","ACH-000866","NCIH1048_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Female","Unknown",0,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"544",875,688015,"NCI-H2171","SIDS00283","SIDM00733","NCI-H2171","SIDP00232","ACH-000525","NCIH2171_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",50,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"545",879,688023,"NCI-H446","SIDS00302","SIDM00965","NCI-H446","SIDP00249","ACH-000800","NCIH446_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",61,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"546",883,688031,"NCI-H82","SIDS00319","SIDM01131","NCI-H82","SIDP00266","ACH-000355","NCIH82_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",40,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"547",936,753551,"DMS-79","SIDS00901","SIDM00524","DMS-79","SIDP00804","ACH-000703","DMS79_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"548",1060,906808,"COR-L88","SIDS00897","SIDM00506","COR-L88","SIDP00800","ACH-000508","CORL88_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Male","White",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"549",1246,908480,"NCI-H2081","SIDS00269","SIDM00710","NCI-H2081","SIDP00222","ACH-000394","NCIH2081_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural effusion","SCLC","Small Cell Lung Carcinoma","Female","White",59,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"550",934,753547,"CPC-N","SIDS00491","SIDM00953","CPC-N","SIDP00428","ACH-001049","CPCN_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Pleural Effusion","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"551",593,1240182,"NCI-H1836","SIDS00247","SIDM00770","NCI-H1836","SIDP00205","ACH-000559","NCIH1836_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",52,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"552",597,1240189,"NCI-H211","SIDS00275","SIDM00704","NCI-H211","SIDP00226","ACH-000639","NCIH211_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Female","White",50,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"553",599,1240192,"NCI-H841","SIDS00322","SIDM01134","NCI-H841","SIDP00269","ACH-000292","NCIH841_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",51,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"554",660,1297438,"COR-L303","SIDS00893","SIDM00510","COR-L303","SIDP00796","ACH-002095","CORL303_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"555",713,1299062,"SW1271","SIDS00390","SIDM01156","SW1271","SIDP00334","ACH-000890","SW1271_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"556",752,1330973,"NCI-H2066","SIDS00268","SIDM00711","NCI-H2066","SIDP00221","ACH-000727","NCIH2066_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Squamous Cell Lung Carcinoma","Female","White",70,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"557",863,687980,"COR-L311","SIDS00894","SIDM00509","COR-L311","SIDP00797","ACH-000187","CORL311_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"558",864,687983,"DMS-114","SIDS00114","SIDM00865","DMS-114","SIDP00091","ACH-000530","DMS114_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"559",871,688010,"NCI-H1963","SIDS00257","SIDM00760","NCI-H1963","SIDP00213","ACH-000729","NCIH1963_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Black",56,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"560",876,688018,"NCI-H2227","SIDS00287","SIDM00730","NCI-H2227","SIDP00235","ACH-000610","NCIH2227_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",54,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"561",881,688026,"NCI-H64","SIDS00308","SIDM01126","NCI-H64","SIDP00255","ACH-001599","NCIH64_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Female","Black",48,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"562",882,688027,"NCI-H69","SIDS00313","SIDM01121","NCI-H69","SIDP00260","ACH-000358","NCIH69_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"563",889,713878,"LU-139","SIDS00684","SIDM00293","LU-139","SIDP00611","ACH-002052","LU139_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","East Asian",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"564",890,713880,"SBC-5","SIDS01056","SIDM00368","SBC-5","SIDP00948","ACH-000670","SBC5_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Unknown","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"565",891,713885,"SBC-1","SIDS01053","SIDM00365","SBC-1","SIDP00946","ACH-002196","SBC1_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"566",892,713899,"LU-135","SIDS00683","SIDM00294","LU-135","SIDP00610","ACH-001549","LU135_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","East Asian",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"567",944,753564,"IST-SL1","SIDS00600","SIDM00223","IST-SL1","SIDP00530","ACH-002144","ISTSL1_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"568",945,753565,"IST-SL2","SIDS00601","SIDM00230","IST-SL2","SIDP00531","ACH-002145","ISTSL2_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Metastasis","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"569",959,753582,"LB647-SCLC","SIDS00640","SIDM00183","LB647-SCLC","SIDP00569","ACH-002154","LB647SCLC_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Unknown","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"570",966,753594,"MS-1","SIDS00693","SIDM00245","MS-1","SIDP00619","ACH-001958","MS1_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","East Asian",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"571",975,753610,"SBC-3","SIDS01055","SIDM00367","SBC-3","SIDP00947","ACH-002197","SBC3_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Unknown","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Unknown",24,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"572",1164,907295,"DMS-53","SIDS00900","SIDM00523","DMS-53","SIDP00803","ACH-000698","DMS53_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","White",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"573",1416,924241,"NCI-H250","SIDS00296","SIDM00721","NCI-H250","SIDP00243","ACH-002171","NCIH250_LUNG","lung_SCLC","lung_small_cell_carcinoma","lung","Lung","Tumour","Unknown","SCLC","Small Cell Lung Carcinoma","Male","Black",34,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"574",884,688058,"NCI-H2052","SIDS00266","SIDM00713","NCI-H2052","SIDP00220","ACH-000153","NCIH2052_PLEURA","lung","mesothelioma","lung","Lung","Metastasis","Pleural effusion","MESO","Mesothelioma","Male","White",65,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"575",1217,908152,"MSTO-211H","SIDS00206","SIDM00640","MSTO-211H","SIDP00168","ACH-000335","MSTO211H_PLEURA","lung","mesothelioma","lung","Lung","Metastasis","Pleural effusion","MESO","Mesothelioma","Male","White",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"576",1241,908470,"NCI-H28","SIDS00297","SIDM00720","NCI-H28","SIDP00244","ACH-000648","NCIH28_PLEURA","lung","mesothelioma","lung","Lung","Metastasis","Pleural effusion","MESO","Mesothelioma","Male","White",48,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"577",552,1240131,"H2591","SIDS00875","SIDM00101","NCI-H2591","SIDP00779","ACH-002126","H2591_PLEURA","lung","mesothelioma","lung","Lung","Unknown","Unknown","MESO","Mesothelioma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"578",553,1240132,"H2595","SIDS00876","SIDM00100","NCI-H2595","SIDP00780","ACH-002127","H2595_PLEURA","lung","mesothelioma","lung","Lung","Unknown","Unknown","MESO","Mesothelioma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"579",554,1240134,"H2731","SIDS00878","SIDM00098","NCI-H2731","SIDP00782","ACH-002129","H2731_PLEURA","lung","mesothelioma","lung","Lung","Unknown","Unknown","MESO","Mesothelioma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
